Adresse,Ville,Arrondissement,Type,Prix (€),Prix mensuel (€),Pièce(s),Surface (m2),Date de vente
9 RUE DE L'ESTRAPADE,PARIS,75005,Appartement,617500,12865,2,48,08/06/2023
3 RUE DES FOSSÉS SAINT-JACQUES,PARIS,75005,Appartement,745000,10956,1,68,16/05/2023
2 RUE D'ULM,PARIS,75005,Appartement,2858555,18207,7,157,25/04/2023
12 RUE D'ULM,PARIS,75005,Appartement,726500,13971,3,52,31/03/2023
3 PLACE DU PANTHÉON,PARIS,75005,Appartement,1160000,12083,4,96,30/03/2023
12 RUE D'ULM,PARIS,75005,Appartement,800800,14300,4,56,29/03/2023
16 RUE DES FOSSÉS SAINT-JACQUES,PARIS,75005,Appartement,1700000,15179,5,112,22/03/2023
161 RUE SAINT-JACQUES,PARIS,75005,Appartement,302180,8634,2,35,10/03/2023
3 RUE SOUFFLOT,PARIS,75005,Appartement,515000,11444,2,45,08/03/2023
13 PLACE DU PANTHÉON,PARIS,75005,Appartement,3500000,15695,6,223,14/02/2023
4A RUE D'ULM,PARIS,75005,Appartement,1020000,15224,3,67,19/12/2022
19 RUE DES FOSSÉS SAINT-JACQUES,PARIS,75005,Appartement,950000,13768,3,69,16/12/2022
14 RUE DES FOSSÉS SAINT-JACQUES,PARIS,75005,Appartement,480000,9231,2,52,16/12/2022
7 RUE SOUFFLOT,PARIS,75005,Appartement,410000,12812,2,32,08/12/2022
23 RUE DES FOSSÉS SAINT-JACQUES,PARIS,75005,Appartement,1800000,15652,4,115,19/10/2022
5 RUE DES FOSSÉS SAINT-JACQUES,PARIS,75005,Appartement,445000,11125,2,40,30/09/2022
23 RUE DE L'ESTRAPADE,PARIS,75005,Appartement,100000,11111,1,9,27/09/2022
18 RUE DES FOSSÉS SAINT-JACQUES,PARIS,75005,Appartement,50000,806,2,62,22/09/2022
11 RUE THOUIN,PARIS,75005,Appartement,340000,12593,2,27,30/06/2022
8 RUE PIERRE ET MARIE CURIE,PARIS,75005,Appartement,1762000,16018,4,110,28/06/2022
 RUE DE L'ESTRAPADE,PARIS,75005,Appartement,970000,17321,3,56,21/06/2022
47B RUE DE LA MONTAGNE SAINTE-GENEVIÈVE,PARIS,75005,Appartement,522000,14914,1,35,20/06/2022
12 RUE THOUIN,PARIS,75005,Appartement,530000,10000,2,53,24/05/2022
15 RUE DE L'ESTRAPADE,PARIS,75005,Appartement,120000,9231,1,13,23/05/2022
2 RUE LHOMOND,PARIS,75005,Appartement,1350000,12981,3,104,03/05/2022
5 RUE SOUFFLOT,PARIS,75005,Appartement,860000,14098,2,61,11/04/2022
18 RUE DES FOSSÉS SAINT-JACQUES,PARIS,75005,Appartement,500290,12828,2,39,28/03/2022
161 RUE SAINT-JACQUES,PARIS,75005,Appartement,355000,16136,1,22,15/03/2022
9 RUE DES FOSSÉS SAINT-JACQUES,PARIS,75005,Appartement,315000,15000,1,21,28/02/2022
14 RUE DES FOSSÉS SAINT-JACQUES,PARIS,75005,Appartement,810000,12857,2,63,17/02/2022
4 RUE BLAINVILLE,PARIS,75005,Appartement,352000,10057,2,35,11/02/2022
2 RUE D'ULM,PARIS,75005,Appartement,2358000,14120,5,167,27/01/2022
8 RUE DES FOSSÉS SAINT-JACQUES,PARIS,75005,Appartement,268500,22375,1,12,06/01/2022
4 RUE BLAINVILLE,PARIS,75005,Appartement,400400,11776,2,34,10/12/2021
22 RUE PIERRE ET MARIE CURIE,PARIS,75005,Appartement,909930,13999,3,65,09/12/2021
18 RUE DES FOSSÉS SAINT-JACQUES,PARIS,75005,Appartement,355000,12679,2,28,26/11/2021
23 RUE DE L'ESTRAPADE,PARIS,75005,Appartement,500275,13165,2,38,26/11/2021
2 RUE D'ULM,PARIS,75005,Appartement,2700000,16168,6,167,11/10/2021
5 RUE DES FOSSÉS SAINT-JACQUES,PARIS,75005,Appartement,623000,15575,2,40,08/10/2021
8 RUE PIERRE ET MARIE CURIE,PARIS,75005,Appartement,1467200,6550,5,224,30/09/2021
18 RUE DES FOSSÉS SAINT-JACQUES,PARIS,75005,Appartement,480000,13714,2,35,29/09/2021
2 RUE D'ULM,PARIS,75005,Appartement,2900000,17470,7,166,07/09/2021
151B RUE SAINT-JACQUES,PARIS,75005,Appartement,1045000,14122,4,74,06/08/2021
6 RUE PIERRE ET MARIE CURIE,PARIS,75005,Appartement,1980000,17069,5,116,06/08/2021
15 PLACE DU PANTHÉON,PARIS,75005,Appartement,2345000,14127,5,166,03/08/2021
8 RUE PIERRE ET MARIE CURIE,PARIS,75005,Appartement,1865000,17110,4,109,22/07/2021
20 RUE PIERRE ET MARIE CURIE,PARIS,75005,Appartement,1820000,15167,4,120,20/07/2021
17 RUE DE L'ESTRAPADE,PARIS,75005,Appartement,73000,4562,1,16,30/06/2021
8 RUE PIERRE ET MARIE CURIE,PARIS,75005,Appartement,1800000,16514,4,109,11/06/2021
13 RUE DE L'ESTRAPADE,PARIS,75005,Appartement,1000000,15873,3,63,10/06/2021
20 RUE PIERRE ET MARIE CURIE,PARIS,75005,Appartement,1950000,14773,5,132,08/06/2021
11 RUE THOUIN,PARIS,75005,Appartement,495500,15984,2,31,12/05/2021
5 RUE DES FOSSÉS SAINT-JACQUES,PARIS,75005,Appartement,665000,17500,2,38,07/05/2021
11 RUE THOUIN,PARIS,75005,Appartement,770000,14000,2,55,30/04/2021
16 RUE DES FOSSÉS SAINT-JACQUES,PARIS,75005,Appartement,785000,15700,3,50,28/04/2021
4A RUE D'ULM,PARIS,75005,Appartement,1640000,13443,5,122,19/04/2021
11 RUE D'ULM,PARIS,75005,Appartement,1221450,14541,4,84,31/03/2021
11 RUE D'ULM,PARIS,75005,Appartement,975000,15726,3,62,23/03/2021
151B RUE SAINT-JACQUES,PARIS,75005,Maison,19346000,43377,13,446,15/03/2021
26 RUE DES FOSSÉS SAINT-JACQUES,PARIS,75005,Appartement,1842400,15353,4,120,05/03/2021
23 RUE DES FOSSÉS SAINT-JACQUES,PARIS,75005,Appartement,501000,16700,1,30,16/02/2021
5 RUE DES FOSSÉS SAINT-JACQUES,PARIS,75005,Appartement,490000,12250,2,40,11/02/2021
14 RUE DE L'ESTRAPADE,PARIS,75005,Appartement,413000,15296,1,27,03/02/2021
47B RUE DE LA MONTAGNE SAINTE-GENEVIÈVE,PARIS,75005,Appartement,662000,14085,2,47,22/01/2021
5 RUE CLOTAIRE,PARIS,75005,Appartement,310000,13478,1,23,15/12/2020
18 RUE DES FOSSÉS SAINT-JACQUES,PARIS,75005,Appartement,719000,12839,3,56,08/12/2020
5 RUE CLOTAIRE,PARIS,75005,Appartement,272840,11863,1,23,04/12/2020
15 RUE DE L'ESTRAPADE,PARIS,75005,Appartement,380000,6909,3,55,26/11/2020
11 RUE D'ULM,PARIS,75005,Appartement,1500000,17857,4,84,16/11/2020
68 RUE DE LA MONTAGNE SAINTE-GENEVIÈVE,PARIS,75005,Appartement,950000,16667,3,57,13/11/2020
5 RUE CLOTAIRE,PARIS,75005,Appartement,720000,12857,3,56,03/11/2020
8 RUE DES FOSSÉS SAINT-JACQUES,PARIS,75005,Appartement,305000,13261,1,23,05/10/2020
9 RUE DES FOSSÉS SAINT-JACQUES,PARIS,75005,Appartement,1250000,15625,4,80,02/10/2020
18 RUE PIERRE ET MARIE CURIE,PARIS,75005,Appartement,2970000,10277,7,289,20/08/2020
20 RUE DE L'ESTRAPADE,PARIS,75005,Appartement,1080000,8438,5,128,28/07/2020
19 RUE DES FOSSÉS SAINT-JACQUES,PARIS,75005,Appartement,609100,16919,2,36,30/06/2020
14 RUE DE L'ESTRAPADE,PARIS,75005,Appartement,385000,13750,1,28,09/06/2020
12 RUE HONORÉ CHEVALIER,PARIS,75006,Appartement,1750000,18817,4,93,29/06/2023
19 RUE CASSETTE,PARIS,75006,Appartement,4880000,21689,7,225,23/06/2023
2 RUE DU CANIVET,PARIS,75006,Appartement,979100,21758,2,45,20/06/2023
4 RUE DU CANIVET,PARIS,75006,Appartement,376000,25067,1,15,19/06/2023
19 RUE SERVANDONI,PARIS,75006,Appartement,370000,13704,2,27,15/06/2023
25 RUE CASSETTE,PARIS,75006,Appartement,719960,19999,2,36,13/06/2023
11 RUE SERVANDONI,PARIS,75006,Appartement,950000,22619,2,42,08/06/2023
5 PLACE SAINT-SULPICE,PARIS,75006,Appartement,1060000,17377,3,61,01/06/2023
1 RUE CASSETTE,PARIS,75006,Appartement,964000,13771,3,70,26/05/2023
5 PLACE SAINT-SULPICE,PARIS,75006,Appartement,1201923,19704,3,61,10/05/2023
5 PLACE SAINT-SULPICE,PARIS,75006,Appartement,35000,5833,1,6,20/04/2023
15 RUE MADAME,PARIS,75006,Appartement,3000000,17544,8,171,17/04/2023
19 RUE SERVANDONI,PARIS,75006,Appartement,2700000,28125,4,96,21/03/2023
80 RUE BONAPARTE,PARIS,75006,Appartement,2750000,21154,7,130,21/03/2023
6 RUE DE MÉZIÈRES,PARIS,75006,Appartement,980000,17818,3,55,10/03/2023
34 RUE MADAME,PARIS,75006,Appartement,172000,7167,1,24,08/03/2023
3 RUE DU CANIVET,PARIS,75006,Appartement,2000000,22989,4,87,03/03/2023
1 PLACE SAINT-SULPICE,PARIS,75006,Appartement,3100000,27434,4,113,23/02/2023
1 PLACE SAINT-SULPICE,PARIS,75006,Appartement,1900000,27143,3,70,23/02/2023
1 PLACE SAINT-SULPICE,PARIS,75006,Appartement,900000,14754,3,61,16/01/2023
8 RUE GARANCIÈRE,PARIS,75006,Appartement,9400000,34182,6,275,27/12/2022
80 RUE BONAPARTE,PARIS,75006,Appartement,964250,14610,2,66,15/12/2022
10 RUE GARANCIÈRE,PARIS,75006,Appartement,3581270,24198,3,148,02/12/2022
11 RUE CASSETTE,PARIS,75006,Appartement,5260000,30057,7,175,30/11/2022
15 RUE MADAME,PARIS,75006,Appartement,210000,13125,2,16,24/10/2022
4 RUE FÉROU,PARIS,75006,Appartement,4800000,38710,5,124,22/09/2022
4 RUE HONORÉ CHEVALIER,PARIS,75006,Appartement,2400000,24000,5,100,16/09/2022
27 RUE MADAME,PARIS,75006,Appartement,660000,16923,2,39,08/08/2022
11 RUE CASSETTE,PARIS,75006,Appartement,1730000,16796,4,103,29/07/2022
11 RUE SERVANDONI,PARIS,75006,Appartement,672000,14000,3,48,29/07/2022
7 RUE SERVANDONI,PARIS,75006,Appartement,200000,20000,1,10,28/07/2022
10 RUE GARANCIÈRE,PARIS,75006,Appartement,4307000,18890,6,228,28/07/2022
25 RUE MADAME,PARIS,75006,Appartement,675150,15003,2,45,25/07/2022
35 RUE MADAME,PARIS,75006,Appartement,1880000,16491,5,114,11/07/2022
14 RUE CASSETTE,PARIS,75006,Appartement,1162000,14525,5,80,28/06/2022
11 RUE SERVANDONI,PARIS,75006,Appartement,956700,15945,3,60,08/06/2022
13 RUE CASSETTE,PARIS,75006,Appartement,2659225,26592,3,100,02/05/2022
36 RUE MADAME,PARIS,75006,Appartement,2033900,17686,5,115,22/04/2022
11 RUE SERVANDONI,PARIS,75006,Appartement,690500,12114,3,57,07/04/2022
2 RUE DU CANIVET,PARIS,75006,Appartement,239680,18437,1,13,22/03/2022
9 RUE FÉROU,PARIS,75006,Appartement,2620000,31951,3,82,10/03/2022
13 RUE CASSETTE,PARIS,75006,Appartement,450000,5488,3,82,28/02/2022
17 RUE SERVANDONI,PARIS,75006,Appartement,1500,41,2,37,07/02/2022
27 RUE MADAME,PARIS,75006,Appartement,1105000,17266,3,64,31/01/2022
11 RUE SERVANDONI,PARIS,75006,Appartement,411720,7223,3,57,26/01/2022
14 RUE SERVANDONI,PARIS,75006,Appartement,471500,13471,1,35,19/01/2022
13 RUE CASSETTE,PARIS,75006,Appartement,5462500,23245,7,235,30/12/2021
14 RUE SERVANDONI,PARIS,75006,Appartement,930000,18600,3,50,03/12/2021
12 RUE SERVANDONI,PARIS,75006,Appartement,1000,25,2,40,03/12/2021
14 RUE CASSETTE,PARIS,75006,Appartement,1000000,20833,1,48,19/11/2021
25 RUE SERVANDONI,PARIS,75006,Appartement,420000,15000,1,28,15/10/2021
11 RUE SERVANDONI,PARIS,75006,Appartement,750000,14423,3,52,15/10/2021
11 RUE SERVANDONI,PARIS,75006,Appartement,690155,16050,2,43,15/10/2021
11 RUE SERVANDONI,PARIS,75006,Appartement,775000,14091,3,55,05/10/2021
9 RUE DE MÉZIÈRES,PARIS,75006,Appartement,307900,12829,1,24,09/09/2021
4 RUE DU CANIVET,PARIS,75006,Appartement,587000,12761,3,46,06/09/2021
40 RUE DE VAUGIRARD,PARIS,75006,Appartement,514900,19070,1,27,23/08/2021
18 RUE CASSETTE,PARIS,75006,Appartement,1790000,23247,4,77,29/07/2021
29 RUE MADAME,PARIS,75006,Appartement,864000,15709,2,55,27/07/2021
11 RUE SERVANDONI,PARIS,75006,Appartement,605000,14070,3,43,29/06/2021
7 RUE SERVANDONI,PARIS,75006,Appartement,135000,16875,1,8,25/06/2021
25 RUE CASSETTE,PARIS,75006,Appartement,462000,14438,2,32,19/04/2021
1 RUE CASSETTE,PARIS,75006,Appartement,225000,13235,1,17,16/04/2021
18 RUE CASSETTE,PARIS,75006,Appartement,1142220,14278,2,80,14/04/2021
1 PLACE SAINT-SULPICE,PARIS,75006,Appartement,1120000,16000,3,70,09/04/2021
25 RUE CASSETTE,PARIS,75006,Appartement,1053000,17550,2,60,31/03/2021
8 RUE GARANCIÈRE,PARIS,75006,Appartement,995000,22111,2,45,25/03/2021
8 RUE GARANCIÈRE,PARIS,75006,Appartement,1755000,23092,2,76,01/02/2021
19 RUE CASSETTE,PARIS,75006,Appartement,407590,17721,2,23,08/01/2021
14 RUE CASSETTE,PARIS,75006,Appartement,1234116,17630,1,70,06/01/2021
16 RUE CASSETTE,PARIS,75006,Appartement,1350000,22500,3,60,30/12/2020
10 RUE HONORÉ CHEVALIER,PARIS,75006,Appartement,1175000,17537,2,67,09/11/2020
10 RUE HONORÉ CHEVALIER,PARIS,75006,Appartement,300000,21429,1,14,30/10/2020
15 RUE MADAME,PARIS,75006,Appartement,870000,12985,3,67,14/10/2020
35 RUE MADAME,PARIS,75006,Appartement,923400,18468,3,50,07/10/2020
48 RUE DE VAUGIRARD,PARIS,75006,Appartement,1950000,25000,4,78,06/10/2020
6 RUE DE MÉZIÈRES,PARIS,75006,Appartement,826923,20673,2,40,30/09/2020
11 RUE SERVANDONI,PARIS,75006,Appartement,1235000,15438,4,80,09/09/2020
4 RUE DU CANIVET,PARIS,75006,Appartement,340000,20000,1,17,31/07/2020
28 RUE MADAME,PARIS,75006,Appartement,1173000,13483,4,87,28/07/2020
14 RUE CASSETTE,PARIS,75006,Appartement,155000,15500,1,10,28/07/2020
13 RUE CASSETTE,PARIS,75006,Appartement,2000000,21739,4,92,07/07/2020
80 RUE BONAPARTE,PARIS,75006,Appartement,1488740,28089,4,53,09/06/2020
80 RUE BONAPARTE,PARIS,75006,Appartement,650000,13830,2,47,26/05/2020
71 RUE DE RENNES,PARIS,75006,Appartement,1978000,19780,5,100,11/05/2020
13 RUE SERVANDONI,PARIS,75006,Appartement,60000,1500,2,40,09/04/2020
41 RUE DE BELLECHASSE,PARIS,75007,Appartement,7109231,27770,8,256,30/06/2023
61 RUE DE BOURGOGNE,PARIS,75007,Appartement,652000,17622,2,37,13/06/2023
6 RUE CASIMIR PÉRIER,PARIS,75007,Appartement,1815000,16205,4,112,02/05/2023
89 RUE DE GRENELLE,PARIS,75007,Appartement,66000,971,3,68,21/04/2023
47 RUE DE BELLECHASSE,PARIS,75007,Appartement,350000,15217,1,23,27/03/2023
41 RUE DE BOURGOGNE,PARIS,75007,Appartement,150000,7895,2,19,21/03/2023
4 RUE CASIMIR PÉRIER,PARIS,75007,Appartement,1100000,20755,3,53,14/03/2023
43 RUE DE BOURGOGNE,PARIS,75007,Appartement,450000,11250,1,40,13/03/2023
4 RUE CASIMIR PÉRIER,PARIS,75007,Appartement,830000,10375,4,80,07/03/2023
49 RUE DE BELLECHASSE,PARIS,75007,Appartement,325000,16250,1,20,16/02/2023
6 RUE CASIMIR PÉRIER,PARIS,75007,Appartement,1490000,16374,4,91,10/02/2023
38 RUE DE BOURGOGNE,PARIS,75007,Appartement,515021,12876,2,40,28/12/2022
7 RUE DE MARTIGNAC,PARIS,75007,Appartement,110000,1864,4,59,20/12/2022
7 RUE DE MARTIGNAC,PARIS,75007,Appartement,70000,1186,4,59,20/12/2022
7 RUE DE MARTIGNAC,PARIS,75007,Appartement,30000,508,4,59,20/12/2022
4 RUE CASIMIR PÉRIER,PARIS,75007,Appartement,880200,10355,5,85,14/11/2022
42 RUE DE BOURGOGNE,PARIS,75007,Appartement,284250,13536,1,21,10/11/2022
45 RUE DE BOURGOGNE,PARIS,75007,Appartement,750000,12097,2,62,27/10/2022
41 RUE DE BELLECHASSE,PARIS,75007,Appartement,5700000,22093,7,258,29/09/2022
49 RUE DE BELLECHASSE,PARIS,75007,Appartement,12000,255,2,47,27/09/2022
49 RUE DE BELLECHASSE,PARIS,75007,Appartement,22100,129,5,171,27/09/2022
89 RUE DE GRENELLE,PARIS,75007,Appartement,2860000,19067,5,150,26/09/2022
128 RUE DE GRENELLE,PARIS,75007,Appartement,1335000,19925,3,67,05/08/2022
4 RUE CASIMIR PÉRIER,PARIS,75007,Appartement,2833000,17170,5,165,04/08/2022
45 RUE DE BOURGOGNE,PARIS,75007,Appartement,460000,10698,3,43,01/07/2022
45 RUE DE BOURGOGNE,PARIS,75007,Appartement,471000,15700,2,30,27/06/2022
43 RUE DE BOURGOGNE,PARIS,75007,Appartement,332000,14435,1,23,23/06/2022
27 RUE CASIMIR PÉRIER,PARIS,75007,Appartement,532170,14004,2,38,23/06/2022
49 RUE DE BELLECHASSE,PARIS,75007,Appartement,1183374,19400,2,61,21/06/2022
54 RUE DE BOURGOGNE,PARIS,75007,Appartement,2437075,18747,5,130,10/06/2022
54 RUE DE BOURGOGNE,PARIS,75007,Appartement,769700,15394,2,50,06/05/2022
54 RUE DE BOURGOGNE,PARIS,75007,Appartement,2115000,15667,5,135,02/05/2022
54 RUE DE BOURGOGNE,PARIS,75007,Appartement,2517265,21515,5,117,20/04/2022
41 RUE DE BOURGOGNE,PARIS,75007,Appartement,1038100,47186,1,22,08/04/2022
54 RUE DE BOURGOGNE,PARIS,75007,Appartement,2165385,19866,3,109,28/03/2022
109 RUE DE GRENELLE,PARIS,75007,Appartement,1238095,15476,3,80,18/03/2022
57 RUE DE BOURGOGNE,PARIS,75007,Appartement,1370000,13700,5,100,09/02/2022
46 RUE DE BOURGOGNE,PARIS,75007,Appartement,8100000,12481,8,649,22/12/2021
89 RUE DE GRENELLE,PARIS,75007,Appartement,1040000,19623,3,53,15/12/2021
105 RUE DE GRENELLE,PARIS,75007,Appartement,1460000,15532,3,94,14/12/2021
41 RUE DE BOURGOGNE,PARIS,75007,Appartement,2619440,20150,8,130,10/12/2021
39 RUE DE BOURGOGNE,PARIS,75007,Appartement,1110000,13059,5,85,06/12/2021
56 RUE DE BOURGOGNE,PARIS,75007,Appartement,422115,7964,1,53,15/11/2021
47 RUE DE BOURGOGNE,PARIS,75007,Appartement,401000,10025,2,40,10/11/2021
105 RUE DE GRENELLE,PARIS,75007,Appartement,3048,45,3,68,29/10/2021
47 RUE DE BELLECHASSE,PARIS,75007,Appartement,2895000,19966,4,145,28/10/2021
130 RUE DE GRENELLE,PARIS,75007,Appartement,1185000,18516,4,64,12/10/2021
6 RUE CASIMIR PÉRIER,PARIS,75007,Appartement,1645000,19819,3,83,22/09/2021
57 RUE DE BOURGOGNE,PARIS,75007,Appartement,970000,9700,5,100,15/09/2021
7 RUE DE MARTIGNAC,PARIS,75007,Appartement,2000,34,3,59,13/09/2021
56 RUE DE BOURGOGNE,PARIS,75007,Appartement,2020000,15538,5,130,06/09/2021
89 RUE DE GRENELLE,PARIS,75007,Appartement,1400000,14894,3,94,02/09/2021
45 RUE DE BOURGOGNE,PARIS,75007,Appartement,228000,11400,1,20,05/08/2021
130 RUE DE GRENELLE,PARIS,75007,Appartement,955000,14922,4,64,23/07/2021
6 RUE CASIMIR PÉRIER,PARIS,75007,Appartement,1791100,14562,4,123,29/06/2021
38 RUE DE BOURGOGNE,PARIS,75007,Appartement,662400,11040,2,60,05/02/2021
54 RUE DE BOURGOGNE,PARIS,75007,Appartement,827070,13128,3,63,29/01/2021
45 RUE DE BOURGOGNE,PARIS,75007,Appartement,353222,12615,2,28,17/12/2020
89 RUE DE GRENELLE,PARIS,75007,Appartement,1895000,12633,5,150,03/11/2020
54 RUE DE BOURGOGNE,PARIS,75007,Appartement,342500,10379,1,33,11/09/2020
45 RUE DE BOURGOGNE,PARIS,75007,Appartement,430770,12308,2,35,01/07/2020
52 RUE DE BOURGOGNE,PARIS,75007,Appartement,1600000,16000,4,100,24/06/2020
38 RUE DE BOURGOGNE,PARIS,75007,Appartement,795000,15588,3,51,05/06/2020
47 RUE DE BOURGOGNE,PARIS,75007,Appartement,880000,20952,2,42,27/05/2020
61 RUE DE BOURGOGNE,PARIS,75007,Appartement,1455000,19145,5,76,13/05/2020
39 RUE DE BOURGOGNE,PARIS,75007,Appartement,285000,20357,1,14,04/03/2020
52 RUE DE BOURGOGNE,PARIS,75007,Appartement,1920000,17455,4,110,11/02/2020
61 RUE DE BOURGOGNE,PARIS,75007,Appartement,750000,15625,2,48,06/01/2020
7 RUE DE MARTIGNAC,PARIS,75007,Appartement,480000,8136,4,59,31/12/2019
52 RUE DE BOURGOGNE,PARIS,75007,Appartement,1300000,13000,4,100,26/12/2019
38 RUE DE BOURGOGNE,PARIS,75007,Appartement,180000,16364,1,11,12/12/2019
89 RUE DE GRENELLE,PARIS,75007,Appartement,2147500,16519,5,130,10/12/2019
109 RUE DE GRENELLE,PARIS,75007,Appartement,2332000,12274,5,190,03/12/2019
61 RUE DE BOURGOGNE,PARIS,75007,Appartement,1150000,15132,5,76,22/10/2019
41 RUE DE BOURGOGNE,PARIS,75007,Appartement,340000,13600,2,25,17/10/2019
45 RUE DE BELLECHASSE,PARIS,75007,Appartement,1625000,25000,2,65,08/10/2019
52 RUE DE BOURGOGNE,PARIS,75007,Appartement,1797700,17977,3,100,24/09/2019
41 RUE DE BELLECHASSE,PARIS,75007,Appartement,4272744,15260,6,280,03/09/2019
27 RUE CASIMIR PÉRIER,PARIS,75007,Appartement,2000000,21739,4,92,07/08/2019
51 RUE DE BOURGOGNE,PARIS,75007,Appartement,1740000,15536,5,112,27/06/2019
62 RUE DE BELLECHASSE,PARIS,75007,Appartement,1200000,10526,5,114,05/06/2019
61 RUE DE BOURGOGNE,PARIS,75007,Appartement,950000,12500,5,76,09/05/2019
4 RUE TREILHARD,PARIS,75008,Appartement,200000,11111,2,18,23/06/2023
64 BOULEVARD MALESHERBES,PARIS,75008,Appartement,480000,10213,2,47,21/06/2023
63 RUE DE MIROMESNIL,PARIS,75008,Appartement,869775,14496,2,60,24/05/2023
2 RUE MALEVILLE,PARIS,75008,Appartement,60000,10000,1,6,23/05/2023
3 RUE TREILHARD,PARIS,75008,Appartement,1398510,13319,4,105,24/04/2023
3 RUE DU GÉNÉRAL FOY,PARIS,75008,Appartement,625000,11792,3,53,21/04/2023
30 RUE DE LA BIENFAISANCE,PARIS,75008,Appartement,750000,11905,3,63,17/03/2023
65 BOULEVARD MALESHERBES,PARIS,75008,Appartement,475000,10795,3,44,08/03/2023
81 BOULEVARD MALESHERBES,PARIS,75008,Appartement,634200,3373,5,188,06/02/2023
75 BOULEVARD MALESHERBES,PARIS,75008,Appartement,285000,15000,1,19,09/01/2023
62 BOULEVARD MALESHERBES,PARIS,75008,Appartement,2185000,9798,6,223,27/12/2022
20 RUE DE LA BIENFAISANCE,PARIS,75008,Appartement,610000,15250,1,40,09/11/2022
87 BOULEVARD MALESHERBES,PARIS,75008,Appartement,1998000,12488,6,160,21/10/2022
75 BOULEVARD MALESHERBES,PARIS,75008,Appartement,1502500,12117,6,124,14/10/2022
81 BOULEVARD MALESHERBES,PARIS,75008,Appartement,2608695,14493,6,180,29/09/2022
72 RUE DE MIROMESNIL,PARIS,75008,Appartement,545000,11122,2,49,09/09/2022
80 RUE DE MIROMESNIL,PARIS,75008,Appartement,635000,9769,2,65,17/08/2022
71 BOULEVARD MALESHERBES,PARIS,75008,Appartement,1646400,13277,5,124,01/08/2022
79 BOULEVARD MALESHERBES,PARIS,75008,Appartement,466000,1934,7,241,05/07/2022
63 RUE DE MIROMESNIL,PARIS,75008,Appartement,955500,13650,3,70,28/06/2022
4 RUE TREILHARD,PARIS,75008,Appartement,1350000,12617,4,107,28/06/2022
48 BOULEVARD MALESHERBES,PARIS,75008,Appartement,2305000,11525,6,200,27/06/2022
3 RUE TREILHARD,PARIS,75008,Appartement,290000,14500,1,20,17/06/2022
34 RUE DE LA BIENFAISANCE,PARIS,75008,Appartement,1004000,11156,3,90,14/06/2022
14 RUE DU GÉNÉRAL FOY,PARIS,75008,Appartement,533000,14026,2,38,24/05/2022
17 RUE DE MADRID,PARIS,75008,Appartement,1087500,12794,4,85,25/04/2022
30 RUE DE LA BIENFAISANCE,PARIS,75008,Appartement,1110000,11684,3,95,28/03/2022
4 RUE TREILHARD,PARIS,75008,Appartement,695238,11587,3,60,10/03/2022
65 BOULEVARD MALESHERBES,PARIS,75008,Appartement,446000,10372,3,43,07/03/2022
2 RUE CORVETTO,PARIS,75008,Appartement,1750000,14583,4,120,17/02/2022
20 RUE DE LISBONNE,PARIS,75008,Appartement,220000,14667,15,15,31/01/2022
67 RUE DE MIROMESNIL,PARIS,75008,Appartement,1250000,8170,5,153,12/01/2022
63 BOULEVARD MALESHERBES,PARIS,75008,Appartement,178000,13692,1,13,20/12/2021
65 BOULEVARD MALESHERBES,PARIS,75008,Appartement,325000,13000,1,25,13/12/2021
10 RUE DE LISBONNE,PARIS,75008,Appartement,2775000,12847,5,216,30/11/2021
2 RUE CORVETTO,PARIS,75008,Appartement,1625000,14773,3,110,22/10/2021
81 RUE DE MIROMESNIL,PARIS,75008,Appartement,1220000,14699,3,83,22/10/2021
6 RUE DE VÉZELAY,PARIS,75008,Appartement,1350000,16667,3,81,20/10/2021
15 RUE PORTALIS,PARIS,75008,Appartement,2600,130,2,20,13/10/2021
17 RUE PORTALIS,PARIS,75008,Appartement,357200,14288,1,25,01/10/2021
75 RUE DE MIROMESNIL,PARIS,75008,Appartement,1800000,11765,5,153,20/09/2021
66 BOULEVARD MALESHERBES,PARIS,75008,Appartement,1501200,9562,3,157,17/09/2021
6 RUE DE VÉZELAY,PARIS,75008,Appartement,757050,11647,3,65,30/08/2021
6 RUE DE VÉZELAY,PARIS,75008,Appartement,835000,12846,3,65,30/07/2021
63 RUE DE MIROMESNIL,PARIS,75008,Appartement,835000,13047,3,64,29/07/2021
17 RUE DE LISBONNE,PARIS,75008,Appartement,1789650,13456,5,133,05/07/2021
5 RUE TREILHARD,PARIS,75008,Appartement,823000,10288,3,80,28/06/2021
63 RUE DE MIROMESNIL,PARIS,75008,Appartement,680610,12375,2,55,28/05/2021
62 BOULEVARD MALESHERBES,PARIS,75008,Appartement,3376690,14430,5,234,26/04/2021
15 RUE DE LISBONNE,PARIS,75008,Appartement,1566250,12838,4,122,21/04/2021
52 BOULEVARD MALESHERBES,PARIS,75008,Appartement,1625000,10980,3,148,14/04/2021
16 RUE DE LA BIENFAISANCE,PARIS,75008,Appartement,400000,5797,2,69,13/04/2021
16 RUE DU GÉNÉRAL FOY,PARIS,75008,Appartement,600000,13636,1,44,08/04/2021
5 RUE TREILHARD,PARIS,75008,Appartement,987630,12502,3,79,29/03/2021
14 RUE DU GÉNÉRAL FOY,PARIS,75008,Appartement,532000,14000,2,38,23/03/2021
52 BOULEVARD MALESHERBES,PARIS,75008,Appartement,3100000,14091,5,220,15/02/2021
